title,channel_title,category,views,likes,comment_count,engagement_rate,like_ratio,sentiment,publish_country,published_day_of_week,publish_hour,title_length,tag_count
HOW TO GLASS SKIN: Korean Skincare Routine | #GLASSSKIN,Joan Kim,Howto & Style,135241,5161,441,0.0414,0.9604,neutral,GB,Wednesday,22,55,9
Chili Klaus + Herning Boys Choir ðŸ”¥ wait for it!,Chili Klaus,Comedy,960177,8660,532,0.0096,0.9365,neutral,US,Wednesday,9,50,22
SIDEMEN FC VS YOUTUBE ALLSTARS 2018 (Goals & Highlights),Sidemen,Entertainment,7113139,172179,20775,0.0271,0.9495,neutral,US,Saturday,20,56,10
CHICA'S FIRST SNOW,Markiplier,Pets & Animals,494223,64612,10457,0.1519,0.9964,neutral,CANADA,Monday,16,18,12
Groom Miraculously Walks Down Aisle After Being Paralyzed,Inside Edition,News & Politics,881232,14602,1339,0.0181,0.9452,neutral,US,Saturday,13,57,15
DÃ©fi : Faire un BACKFLIP en MOTOCROSS en 4h,MX Reflexion,Autos & Vehicles,1229,63,8,0.0577,0.9844,neutral,FRANCE,Monday,17,44,60
2017 VS 1987 makeover,AnthonyPadilla,Comedy,297063,22576,1918,0.0825,0.9806,neutral,GB,Monday,18,21,16
QUI EN GARDIEN TITULAIRE ? (VINSKY FC),VINSKY,Sports,157101,9569,172,0.062,0.9923,neutral,FRANCE,Friday,16,38,15
Google Assistant making a phone call,HaViK,Science & Technology,224270,3137,236,0.015,0.9658,neutral,CANADA,Tuesday,17,36,0
John Mayer - New Light (Premium Content!),John Mayer,Music,4326567,154983,12775,0.0388,0.9797,neutral,GB,Thursday,13,41,7
"The military coup in Zimbabwe, explained",Vox,News & Politics,396346,11277,2140,0.0339,0.9575,neutral,US,Saturday,16,40,33
Your Face Sounds Familiar Kids 2018: TNT Boys as The Supremes | Can't Hurry Love,Your Face Sounds Familiar,Entertainment,1065842,20737,2683,0.022,0.9806,negative,CANADA,Saturday,12,80,21
ã€ENG SUBã€‘ã€Šæ­Œæ‰‹2018ã€‹ç¬¬13æœŸ 20180413ï¼šæ€»å†³èµ›ï¼èŠ±èŠ±é‚“ç´«æ£‹é¦–åº¦åˆä½“å¼€å”± æŽçŽŸJessie JçŽ‹ç‚¸ç»„åˆä¸Šæ¼”ç¥žçº§live Singer 2018 EP13ã€æ¹–å—å«è§†å®˜æ–¹é¢‘é“ã€‘,æ¹–å—å«è§†èŠ’æžœTVå®˜æ–¹é¢‘é“ China HunanTV Official Channel,Entertainment,1275553,6014,6157,0.0095,0.8868,neutral,CANADA,Friday,16,184,48
Alton Brown Rigorously Reviews Spicy Wings | Hot Ones,First We Feast,Howto & Style,2833796,95387,12035,0.0379,0.9769,negative,GB,Thursday,15,53,29
"Ik Tare Wala | Ranjit Bawa, Millind Gaba | Taara | Latest Punjabi Song 2018",T-Series Apna Punjab,Music,2035459,49845,3532,0.0262,0.9718,neutral,CANADA,Wednesday,5,75,21
Grace VanderWaal - So Much More Than This,GraceVanderWaalVEVO,Music,882324,91455,7117,0.1117,0.9909,positive,US,Monday,11,41,4
Driver Disagrees With Jazz Over Raising Money For Hormones | I Am Jazz,tlc uk,Entertainment,1585566,20233,0,0.0128,0.7945,negative,GB,Monday,12,70,42
AJR - Burn The House Down (Official Audio),AJR,Music,944089,35285,3517,0.0411,0.99,neutral,GB,Friday,18,42,0
Germany vs Spain 1-1 All Goals & Highlights Extended 2018 HD,Legendary Football,Sports,289350,1458,263,0.0059,0.931,neutral,CANADA,Friday,23,60,2
ACTUALITE DU JOUR 21/01/2018 EN DIRECT DE KINSHASA  CE MATIN : 2 MORTS A KINGABWA,LA VOIX DU PEUPLE CONGOLAIS V.P.C,News & Politics,41906,188,41,0.0055,0.8624,neutral,FRANCE,Sunday,11,81,1
Passenger | Simple Song (Official Video),Passenger,Music,144177,10237,799,0.0765,0.9941,neutral,US,Sunday,17,40,34
Essai Renault MÃ©gane RS 1.8 TCE 280 EDC 2018,autojournalfr,Autos & Vehicles,5245,69,28,0.0185,0.9452,neutral,FRANCE,Tuesday,11,45,2
FIFA 18 : CARRIÃˆRE PRO FR #71,Galax,Gaming,3952,277,52,0.0832,0.9618,neutral,FRANCE,Thursday,17,30,24
John Mayer - New Light,johnmayerVEVO,Music,2483922,68299,5166,0.0296,0.9806,neutral,US,Thursday,17,22,13
Is it ð“˜ð“¼ð“¸ð“¹ð“¸ð“­ ð“—ð“¸ð“¾ð“» yet?,PewDiePie,Gaming,4460448,298827,39500,0.0759,0.9796,neutral,CANADA,Sunday,17,52,3
Mo Salah bursts through wall to surprise kids | KOP KIDS PRANK,Liverpool FC,Sports,5671213,130899,0,0.0231,0.9827,positive,GB,Wednesday,10,62,25
11 ANIMES / MANGAS qui te font PLEURER ! ðŸ˜­,Trash,Film & Animation,354037,22694,9034,0.0896,0.9626,neutral,FRANCE,Sunday,15,45,10
What are mini brains? - Madeline Lancaster,TED-Ed,Education,154748,7473,491,0.0515,0.9876,neutral,GB,Tuesday,16,42,12
For Honor: Season 4 - Frost Wind Festival Launch Trailer | Ubisoft [US],Ubisoft US,Gaming,88648,2140,563,0.0305,0.9378,positive,GB,Monday,17,71,30
Beck - Fix Me,BeckVEVO,Music,372509,7362,597,0.0214,0.9465,neutral,US,Tuesday,18,13,5
Did you guys know I was in the Hunger Games? Jennifer Lawrence on where she keeps Katniss's bow.,BBC Radio 1,Music,590228,20090,513,0.0349,0.9906,negative,CANADA,Thursday,17,96,26
BLACK FRIDAY HAUL 2017 + TRY ON | Bethany Mota,Bethany Mota,Howto & Style,1203727,71430,48894,0.1,0.984,neutral,US,Saturday,18,46,19
Logan Paul and the Logang Cult are Terrifying (RIP Career),Leon Lush,Entertainment,38715,4724,1013,0.1482,0.9924,negative,CANADA,Wednesday,22,58,15
COMING OUT TO MY LESBIAN MOMS,Andrew Lowe,Comedy,898018,44955,8599,0.0596,0.8292,neutral,GB,Sunday,0,29,9
Joe Biden Speaks With Meghan McCain About His Late Son Beau's Battle With Cancer | The View,The View,News & Politics,729187,8448,2577,0.0151,0.9223,negative,CANADA,Wednesday,16,91,10
*SPOILER* 3rd Eliminated Queen RuPaul's All Stars 3: Behind the Scenes,WOWPresents,Entertainment,249592,5796,1620,0.0297,0.9212,neutral,US,Friday,13,70,10
Answering the Call,Verizon,Science & Technology,120533,837,100,0.0078,0.7707,neutral,US,Monday,1,18,37
La course poursuite cÃ´tÃ© gentils,Multiprise,People & Blogs,751480,40249,450,0.0542,0.983,neutral,CANADA,Friday,17,34,9
Sam Smith - Too Good At Goodbyes (Live at BRIT Awards 2018),SamSmithWorldVEVO,Music,458196,35226,1473,0.0801,0.9947,positive,FRANCE,Thursday,3,59,8
Kamli: Gurinder Rai (Full Song) | Preet Hundal | Latest Punjabi Songs 2017 | T-Series,T-Series Apna Punjab,Music,1562510,50710,1246,0.0333,0.9806,neutral,CANADA,Monday,5,85,24
Markiplier Makes: Breakfast,Markiplier,Comedy,580931,37620,1730,0.0677,0.9894,neutral,US,Saturday,19,27,6
I turned this car into a COMPUTER MOUSE,William Osman,Science & Technology,302211,11766,789,0.0415,0.9829,neutral,US,Friday,14,39,24
10 CREATURES ANCIENNES INCROYABLES ET HORRIBLES | Lama FachÃ©,Lama FachÃ©,Entertainment,163675,7821,922,0.0534,0.9517,negative,FRANCE,Wednesday,16,61,31
Casting Mirror Polished Brass Ball from Molten Brass (Japanese Aluminium Foil Ball Sequel),PressTube,Science & Technology,2906215,60474,4303,0.0223,0.9654,neutral,US,Wednesday,22,90,25
Showdown Time - Game Grumps Animated - by Thomas Wack,GameGrumps,Gaming,206451,11531,275,0.0572,0.9964,neutral,CANADA,Thursday,19,53,14
Sturm Friederike - Grandiose Pilotenleistung am Airport DÃ¼sseldorf bei bis zu 110 km/h Seitenwind,HvdH-Plane-Spotter,Autos & Vehicles,5106157,28295,2551,0.006,0.9601,neutral,US,Thursday,21,98,18
Ù‡Ø¯ÙŠØ© Ø¶Ø®Ù…Ø© Ù…Ù† Ù‡Ø¯Ù‰ Ø³Ø¹Ø¯ Ù„ØºØ²Ù„ Ø§Ø¨Ù†Ø© Ø¯Ù†ÙŠØ§ Ø¨Ø·Ù…Ø©,LeSiteinfo,News & Politics,308991,1333,245,0.0051,0.8453,neutral,FRANCE,Saturday,23,72,8
Anonymous - Great Deception is Coming... (CERN ALERT MESSAGE 2018-2019),Anonymous Official,News & Politics,68057,2592,1148,0.055,0.8085,positive,CANADA,Saturday,20,71,12
GIANT 15 POUND LOBSTER MUKBANG! ë¨¹ë°© (EATING SHOW!),Kim Thai,People & Blogs,336893,7942,1816,0.029,0.9196,neutral,GB,Sunday,22,53,12
We Tried To Make The Most Intimidating Pasta Dish (Timpano),Tasty,Howto & Style,821589,27845,1771,0.036,0.9737,negative,FRANCE,Saturday,15,59,11
The Neighbourhood - Scary Love,TheNeighbourhoodVEVO,Music,1556818,117001,5995,0.079,0.9911,positive,GB,Friday,15,30,4
"15 YEAR OLD CRIES OVER NOT GETTING $231,000",PewDiePie,Entertainment,3615349,347329,47835,0.1093,0.9911,negative,FRANCE,Wednesday,18,43,10
Sophie Turner Tests Her Knowledge of Game of Thrones vs. the Runway | Harper's BAZAAR,Harper's BAZAAR,Howto & Style,285793,5821,304,0.0214,0.9861,neutral,US,Friday,18,85,26
Grab Your Partner | Kevin Hart: What The Fit | Laugh Out Loud Network,LOL Network,Comedy,629038,11669,589,0.0195,0.9664,positive,US,Monday,17,69,28
Black Panther: Just a Dope-Ass Black Movie: The Daily Show,The Daily Show with Trevor Noah,Comedy,247122,8957,962,0.0401,0.9763,neutral,FRANCE,Wednesday,21,58,23
Lyndon Poskitt Racing: Races to Places - Dakar Rally 2018 - Episode 13 - Stage 8,Lyndon Poskitt Racing,Film & Animation,59174,1959,292,0.038,0.9904,neutral,GB,Tuesday,7,80,36
THE GREEN MAKEUP CHALLENGE! | NikkieTutorials,NikkieTutorials,Howto & Style,2502136,147563,11718,0.0637,0.9866,positive,US,Thursday,21,45,32
A Dying Toys R Us Can't Sell Star Wars Toys,WorldClassBullshitters,Entertainment,192312,4242,2511,0.0351,0.8604,positive,GB,Sunday,6,43,11
"Forced Arbitration | January 31, 2018 Act 2 | Full Frontal on TBS",Full Frontal with Samantha Bee,People & Blogs,379443,5472,842,0.0166,0.7241,negative,US,Thursday,7,65,7
Thoughts When Meeting A Hot Guy (ft. Brooklyn and Bailey),IISuperwomanII,Comedy,484907,44633,3313,0.0989,0.9889,neutral,CANADA,Friday,0,57,27
A Few Moments with Christine Keeler,roots66,Entertainment,53374,32,23,0.001,0.8649,neutral,GB,Friday,18,35,2
Adam and Jenna's Cha Cha â€“ Dancing with the Stars,Dancing With The Stars,Entertainment,887999,10953,797,0.0132,0.9506,neutral,GB,Tuesday,4,51,15
Lecrae - Broke - Behind the Scenes,LecraeVEVO,Music,21776,1154,160,0.0603,0.9855,negative,US,Thursday,15,34,4
Ma premiÃ¨re Ã©mission sur RMC avec Ã‰ric Brunet,Majid Oukacha,Education,2500,309,195,0.2015,0.9717,neutral,FRANCE,Thursday,0,48,11
SZA - The Weekend (Official Video),SZAVEVO,Music,2092285,97786,15084,0.0539,0.9008,neutral,US,Friday,5,34,4
"Racist Attorney Faces Avalanche Of Criticism, Disbarment After Viral Video | The View",The View,News & Politics,200343,2082,1026,0.0155,0.9481,negative,CANADA,Friday,15,85,7
Kelly Clarkson - I Don't Think About You [Official Video],Kelly Clarkson,Music,966262,46492,2943,0.0512,0.9877,neutral,GB,Tuesday,13,57,16
Range Rover sport Startech ðŸ”¥avec une option trÃ¨s spÃ©ciale ðŸ˜Œ,AKRAMJUNIOR DAILY,Autos & Vehicles,48692,2314,341,0.0545,0.9788,neutral,FRANCE,Monday,20,67,3
Fifa World Cup 2018 launch trailer - BBC Sport,BBC Sport,Sports,379102,9212,543,0.0257,0.982,neutral,GB,Saturday,17,46,40
Alan Dershowitz reacts to the FISA memo release,Fox Business,News & Politics,45691,907,654,0.0342,0.936,neutral,CANADA,Saturday,0,47,10
This is what happens when you don't sleep in | Will Smith Vlogs,Will Smith,Entertainment,1089543,59244,5099,0.0591,0.9893,neutral,GB,Wednesday,17,63,31
Naps (Ft. Alonzo) - Dans Le Block (Clip Officiel),Naps Officiel,Music,1615460,49665,1728,0.0318,0.9603,negative,FRANCE,Thursday,17,49,8
Unintentional ASMR ðŸ¸ Classy Japanese Bartenders make Cocktails for You (Compilation),Best Unintentional ASMR,People & Blogs,983324,22587,1470,0.0245,0.9808,positive,GB,Tuesday,19,87,10
gays on ice: olympics edition (ft. Adam Rippon),Tyler Oakley,Entertainment,831786,47820,4045,0.0624,0.9748,neutral,GB,Tuesday,20,47,17
[NEW SEASONAL MISSION] Retribution | Overwatch,PlayOverwatch,Gaming,1375336,70600,10822,0.0592,0.9938,neutral,CANADA,Thursday,1,46,23
J'EFFACE MON VISAGE,Lysandre Nadeau,Entertainment,43742,2832,153,0.0682,0.9368,neutral,CANADA,Wednesday,2,19,22
Tomb Raider - Official Trailer #2 - Warner Bros. UK,Warner Bros. UK,Film & Animation,612098,6451,1374,0.0128,0.8302,neutral,CANADA,Thursday,17,51,30
MY MY MY! TRAILER,Troye Sivan,Music,422142,45820,4347,0.1188,0.9892,neutral,GB,Wednesday,0,17,19
MY SKIN STORY,ThatcherJoe,Comedy,1604726,93566,4925,0.0614,0.9928,neutral,GB,Sunday,18,13,19
Clash  Finkielkraut vs Chamoux dans ONPC : DÃ©bat de folie!!  27/11,broudge03,News & Politics,5967,22,123,0.0243,0.6875,neutral,FRANCE,Monday,8,67,7
CÃ©line Dion - Ashes (from the Deadpool 2 Motion Picture Soundtrack),CelineDionVEVO,Music,19950574,434913,28895,0.0232,0.9751,neutral,US,Thursday,12,68,4
Kehlani - Honey [Official Video],kehlani parrish,Music,974106,57650,3388,0.0627,0.9897,neutral,GB,Monday,23,32,10
*NEW NYX MOCHI PUTTY MAKEUP COLLECTION | HIT OR MISS??,Laura Lee,Howto & Style,532209,27407,2851,0.0569,0.9756,negative,US,Wednesday,23,54,27
Moha La Squale - Ma fable,Moha La Squale,Music,296847,23959,1357,0.0853,0.9903,neutral,FRANCE,Sunday,17,25,46
6IX9INE Billy (WSHH Exclusive - Official Music Video),WORLDSTARHIPHOP,Music,53494574,599425,58619,0.0123,0.8789,positive,GB,Sunday,21,53,28
"Indy Eka, candidate de Nouvelle Star  interprÃ¨te Here de Alessia Cara",M6,People & Blogs,8426,96,4,0.0119,0.9697,neutral,FRANCE,Friday,13,70,3
LES PIRES ANNONCES SUR LEBONCOIN ! #8,Amixem,Comedy,1934996,160581,6465,0.0863,0.9837,neutral,CANADA,Sunday,10,37,8
Michael Says Prime Numbers for 3 Hours,DONG,Entertainment,1177654,91711,16807,0.0921,0.983,neutral,GB,Sunday,7,38,17
I Became My Sim For A Day *CHALLENGE*,Millie T,Entertainment,336776,16878,752,0.0523,0.975,positive,US,Thursday,18,37,19
"TYT - 01.05.18: Bannon Denies, BWolff Responds, Sam Nunberg, and Alex Jones Meltdown",TYT Shows,News & Politics,57418,440,284,0.0126,0.8782,negative,CANADA,Saturday,4,84,15
GIANT Gummy Bear Skeleton? | Destroying Matthias' Products!,REKT,Entertainment,122507,3768,990,0.0388,0.9877,negative,CANADA,Friday,18,59,24
Foster The People - Sit Next to Me (Official Video),fosterthepeopleVEVO,Music,403887,20780,1739,0.0558,0.9699,neutral,US,Friday,17,51,11
Lil Wayne - 5 Star ft Nicki Minaj [Dedication 6] (WORLD PREMIERE!),DatPiff,Music,364307,11847,1565,0.0368,0.9711,neutral,CANADA,Monday,18,66,33
Manon (LMEA) INQUIÃˆTE pour son BÃ‰BÃ‰ avec Julien... ðŸ‘¶ðŸ¼ ðŸ˜° LES MARSEILLAIS EN AUSTRALIE (W9),Snapchat RED,People & Blogs,84476,1290,201,0.0176,0.9506,neutral,FRANCE,Saturday,20,101,42
Descendants 3 Official Teaser ðŸ’šðŸ’œ,Disney Descendants,Entertainment,2860323,43073,10172,0.0186,0.9006,negative,GB,Saturday,1,38,25
Panic! At The Disco: (Fuck A) Silver Lining (Audio),Panic! At The Disco,Music,3031003,131827,13499,0.0479,0.9889,negative,GB,Wednesday,18,51,25
2018 NBA Celebrity All-Star Game Player Introductions | Presented by Ruffles,NBA,Sports,2824169,26921,2533,0.0104,0.9551,neutral,CANADA,Saturday,0,76,38
Greyson Chance - Low (R3HAB Remix),Trap Nation,Music,216842,9499,700,0.047,0.9792,neutral,FRANCE,Saturday,15,34,15
LA BAC M'ARRETE IRL...,Garry's School,Gaming,123572,9385,1136,0.0851,0.9382,neutral,FRANCE,Tuesday,19,22,5
5 CRÃ‰ATURES MYTHIQUES QUI ONT VRAIMENT EXISTÃ‰ | Lama FachÃ©,Lama FachÃ©,Entertainment,318676,10333,1079,0.0358,0.8288,neutral,FRANCE,Thursday,15,61,15
Shawn Mendes - In My Blood (Live From The Billboard Music Awards / 2018),ShawnMendesVEVO,Music,392998,21111,791,0.0557,0.9587,positive,US,Monday,16,72,9
Il se retrouve Ã  la rue Ã  16 ans !,Ã‡a commence aujourd'hui,Entertainment,5838,61,8,0.0118,0.9839,neutral,FRANCE,Friday,14,36,40
Guns N' Roses - Shadow Of Your Love (Lyric Video),GunsNRosesVEVO,Music,2256516,87177,6866,0.0417,0.9826,positive,GB,Friday,4,49,10
Suzie Tries Dual Forms / Popits,Nail Career Education,Howto & Style,299573,8069,1123,0.0307,0.9606,neutral,CANADA,Saturday,14,31,35
Anon International Trailer #1 (2018) | Movieclips Trailers,Movieclips Trailers,Film & Animation,348818,2432,280,0.0078,0.9361,neutral,GB,Tuesday,22,58,15
ONPC : Christine Angot dÃ©zingue Laeticia Hallyday (Video),People News,Entertainment,53830,116,46,0.003,0.5421,neutral,FRANCE,Sunday,9,58,5
ELISABETH LEVY N'EST PAS CONTENTE que Mamoudou GASSAMA va recevoir un passeport,Paulaclosetfr,Entertainment,369160,0,1266,0.0034,0.0,neutral,FRANCE,Monday,18,79,32
"FIFA 18 ON RETESTE FUT CHAMPIONS NHAL CHITANE,MISSION RESTEZ ZEN SINON JE SAIS JSS NUL",kad 2mars,Gaming,9179,341,0,0.0371,0.8042,positive,FRANCE,Saturday,8,86,14
"Town of Reston: â€œSmall Town, Big Mysteryâ€ - Impulse",Impulse,Entertainment,502534,5815,583,0.0127,0.8959,neutral,US,Wednesday,17,55,27
Playing CUPHEAD with MatPat!,Butch Hartman,Gaming,63841,4226,481,0.0737,0.9735,positive,US,Wednesday,22,28,15
Wearing Fashion Nova Outfits For A Week,Safiya Nygaard,People & Blogs,4394009,213825,11674,0.0513,0.9889,neutral,US,Friday,22,39,22
Tottenham vs Chelsea 3-1  All Goals & Highlights 01/04/2018,SPGOALS TV,Sports,3851850,14211,1309,0.004,0.8659,neutral,FRANCE,Sunday,16,59,0
"Rihanna, son message inatÂ­tendu Ã  EmmaÂ­nuel Macron",ÙVideo World,People & Blogs,494907,2243,429,0.0054,0.6889,neutral,FRANCE,Tuesday,17,53,2
Aspects of Escape,Daniel J. Layton,People & Blogs,32698,2355,11,0.0724,0.9699,positive,GB,Thursday,19,17,0
Eating Habits - Simon's Cat | GUIDE TO,Simon's Cat,Pets & Animals,88923,6603,304,0.0777,0.9816,neutral,CANADA,Friday,13,38,47
Charlize Theron: It's Not 'Brave' To Gain Weight For A Role,The Late Show with Stephen Colbert,Entertainment,505586,4129,454,0.0091,0.8972,negative,US,Friday,7,59,22
Sia - Ho Ho Ho,SiaVEVO,Music,786977,34409,1550,0.0457,0.9851,neutral,US,Friday,5,14,1
Claudia O'Doherty Is An Unemployed & Versatile Actress  - CONAN on TBS,Team Coco,Comedy,1250901,17564,1126,0.0149,0.96,neutral,US,Friday,18,70,0
"Carla Makes Eggs Four Ways: Poached, Fried, Scrambled & Omelette'd | From the Test Kitchen",Bon AppÃ©tit,Howto & Style,354666,9927,833,0.0303,0.9608,neutral,CANADA,Wednesday,16,90,31
â€œMystery of Loveâ€ by Sufjan Stevens from the Call Me By Your Name Soundtrack,Pitchfork,Music,375663,15122,952,0.0428,0.9778,neutral,US,Thursday,15,80,15
How To Make Geometric Pies by lokokitchen,Tasty,Howto & Style,2401759,56960,1430,0.0243,0.9743,neutral,US,Wednesday,22,41,13
#PepsiHalftime Choreography BTS | Justin Timberlake | Pepsi,Pepsi,Entertainment,17143,293,66,0.0209,0.8395,neutral,US,Thursday,14,59,23
Katy Perry Watches Fan Covers On YouTube | Glamour,Glamour Magazine,Entertainment,4712699,132370,4878,0.0291,0.9798,positive,GB,Tuesday,13,50,20
GGV: Marco and Patrick reveal something about Vice Ganda's lovelife,ABS-CBN Entertainment,Entertainment,547549,4945,215,0.0094,0.974,neutral,CANADA,Sunday,21,67,22
"Minnesota Timberwolves vs Cleveland Cavaliers - Full Highlights | Feb 7, 2018 | 2017-18 NBA Season",Ximo Pierto,Sports,409374,2963,596,0.0087,0.9677,neutral,FRANCE,Thursday,3,98,20
10 Morning Habits You Should Say Goodbye to Once and for All,BRIGHT SIDE,Howto & Style,245363,8032,622,0.0353,0.962,neutral,CANADA,Tuesday,3,60,9
Les effets de la mÃ©tÃ©o prÃ¨s de Bellegarde (Ain),France 3 Auvergne-RhÃ´ne-Alpes,News & Politics,9025,17,0,0.0019,0.85,neutral,FRANCE,Monday,17,50,7
Jack White - Corporation (Audio),JackWhiteVEVO,Music,263914,7604,961,0.0325,0.953,neutral,US,Friday,5,32,4
"10,000 YEARS INTO THE FUTURE IN 10 MINUTES",#Mind Warehouse,Education,323299,6882,2499,0.029,0.9191,neutral,CANADA,Sunday,18,42,24
"SI TU MANGES CE PIMENT, TU MEURS ? Vrai ou Faux #52",Dr Nozman,Science & Technology,770038,44574,7579,0.0677,0.9879,neutral,CANADA,Friday,16,51,6
Incredible Encounter: Young Explorer Catches TEN FOOT Burmese Python!,The Wild Report,Entertainment,90989,7332,517,0.0863,0.9927,neutral,CANADA,Thursday,12,69,33
The Problem With DC Action Scenes,Nerdwriter1,Entertainment,874219,48887,4208,0.0607,0.9652,negative,GB,Friday,11,33,12
Conanâ€™s Haitian History Lesson  - CONAN on TBS,Team Coco,Comedy,130512,6346,1690,0.0616,0.9572,neutral,CANADA,Sunday,0,48,1
The Mysterious Disappearance of Roanoke Colony,BuzzFeedBlue,People & Blogs,1771121,68143,12707,0.0456,0.9872,neutral,CANADA,Friday,23,46,40
Buying Used Things 2,Domics,Comedy,2696130,145796,14074,0.0593,0.9794,neutral,US,Wednesday,21,20,13
The Smallest House In The World,Daily Dose Of Internet,Entertainment,2403235,59845,8315,0.0284,0.9589,neutral,US,Sunday,18,31,4
Creole Crab Noodles - Food Wishes - Spicy Crab Noodles,Food Wishes,Howto & Style,123016,4840,362,0.0423,0.9837,positive,US,Saturday,3,54,15
POURQUOI OBSERVATEUR EBENE S'est Fait  DÃ©M0nter Par NOAH LUNSI ??? EXPLICATIONS DES FAITS,MrShadow945,Entertainment,5939,287,65,0.0593,0.9863,neutral,FRANCE,Friday,16,90,6
A Flying Firetruck,Daily Dose Of Internet,Entertainment,634586,30408,4282,0.0547,0.9889,neutral,CANADA,Friday,22,18,4
SHINee ìƒ¤ì´ë‹ˆ 'ë°ë¦¬ëŸ¬ ê°€ (Good Evening)' MV,SMTOWN,Music,3316632,548042,51141,0.1807,0.9965,positive,FRANCE,Monday,9,50,18
çŒŽåœº | Game Of Hunting 45ã€TVç‰ˆã€‘ï¼ˆèƒ¡æ­Œã€å¼µå˜‰è­¯ã€ç¥–å³°ç­‰ä¸»æ¼”ï¼‰,å¤§åŠ‡ç¨æ’­,Film & Animation,179521,151,232,0.0021,0.7865,neutral,FRANCE,Friday,16,80,33
PEUTSI PAT VA CHEZ LE VÃ‰TÃ‰RINAIRE !!!,Baptiste,People & Blogs,4532,73,6,0.0174,0.9481,neutral,FRANCE,Friday,15,39,0
This is Me [Dave Aude Remix] (from The Greatest Showman Soundtrack),Atlantic Records,Music,273232,1866,124,0.0073,0.8428,positive,GB,Friday,5,67,13
Please Unsubscribe,vlogbrothers,People & Blogs,266085,19114,2081,0.0797,0.9882,positive,CANADA,Friday,14,18,12
[OFFICIAL VIDEO] How Great Thou Art - Pentatonix featuring Jennifer Hudson,PTXofficial,Music,449077,32360,2346,0.0773,0.977,positive,CANADA,Tuesday,15,74,35
Why I Left Nickelodeon,Butch Hartman,Film & Animation,3611906,151820,30331,0.0504,0.9759,neutral,CANADA,Thursday,23,22,12
[Zap TÃ©lÃ©] HANOUNA FAIT LA FÃŠTE DEVANT TF1 ! (20/04/18),Zap TÃ©lÃ©,Entertainment,71098,633,247,0.0124,0.9201,neutral,FRANCE,Friday,10,58,8
"PREMIEÌ€RES IMPRESSIONS, PREMIER POISSON !",Julo,Sports,3900,304,63,0.0941,0.9775,positive,FRANCE,Friday,15,42,36
What exactly fell from the sky in Milwaukee Saturday night?,TODAYâ€™S TMJ4,News & Politics,72818,151,83,0.0032,0.8779,neutral,CANADA,Monday,22,59,3
Nicki Minaj - Chun-Li,NickiMinajAtVEVO,Music,34401509,813978,91951,0.0263,0.9025,neutral,GB,Friday,16,21,6
Wendy Williams opens up about her return to TV,Good Morning America,Entertainment,860299,6245,2925,0.0107,0.6443,neutral,GB,Monday,14,46,18
